Id;Label;AltLabel;color
89;Flaubert Gustave;Node_alt_89;#FF7F00
90;Flynn Gillian;Node_alt_90;#E6E6E6
91;Foer Jonathan Safran;Node_alt_91;#E6E6E6
92;Follett Ken;Node_alt_92;#E6E6E6
93;Ford Richard;Node_alt_93;#E6E6E6
94;Frank Anne;Node_alt_94;#FF7F00
95;Franzen Jonathan;Node_alt_95;#E6E6E6
96;Gaiman Neil;Node_alt_96;#E6E6E6
97;Gary Romain;Node_alt_97;#FF7F00
98;Gibson William;Node_alt_98;#E6E6E6
99;Ginzburg Natalia;Node_alt_99;#FF7F00
100;von Goethe Johann Wolfgang;Node_alt_100;#FF7F00
101;Gogol Nikolai;Node_alt_101;#FF7F00
102;Golden Arthur;Node_alt_102;#E6E6E6
103;Golding William;Node_alt_103;#E6E6E6
104;Gončarov Ivan;Node_alt_104;#FF7F00
105;Grandes Almudena;Node_alt_105;#FF7F00
106;Grass Günter;Node_alt_106;#FF7F00
107;Green John;Node_alt_107;#E6E6E6
108;Groff Lauren;Node_alt_108;#E6E6E6
109;Grogan John;Node_alt_109;#E6E6E6
110;Gurdjieff Georges;Node_alt_110;#FF7F00
111;Haddon Mark;Node_alt_111;#E6E6E6
112;Hamid Mohsin;Node_alt_112;#E6E6E6
113;Hamsun Knut;Node_alt_113;#FF7F00
114;Hardy Thomas;Node_alt_114;#E6E6E6
115;Hawkins Paula;Node_alt_115;#E6E6E6
116;Hemingway Ernest;Node_alt_116;#E6E6E6
117;Hesse Herman;Node_alt_117;#FF7F00
118;Highsmith Patricia;Node_alt_118;#E6E6E6
119;Homes Amy;Node_alt_119;#E6E6E6
120;Honeyman Gail;Node_alt_120;#E6E6E6
121;Hornby Nick;Node_alt_121;#E6E6E6
122;Hosseini Khaled;Node_alt_122;#E6E6E6
123;Houellebecq Michel;Node_alt_123;#FF7F00
124;Howard Elizabeth Jane;Node_alt_124;#E6E6E6
125;Hrabal Bohumil;Node_alt_125;#FF7F00
126;Hugo Victor;Node_alt_126;#FF7F00
127;Huxley Aldous;Node_alt_127;#E6E6E6
128;Huysmans Joris Karl;Node_alt_128;#FF7F00
129;Irving John;Node_alt_129;#E6E6E6
130;Isaacson Walter;Node_alt_130;#E6E6E6
131;Isherwood Christopher;Node_alt_131;#E6E6E6
132;Ishiguro Kazuo;Node_alt_132;#E6E6E6
133;Jackson Shirley;Node_alt_133;#E6E6E6
134;James Henry;Node_alt_134;#E6E6E6
135;Jansson Tove;Node_alt_135;#FF7F00
136;Jerome Jerome;Node_alt_136;#E6E6E6
137;St John Mandel Emily;Node_alt_137;#E6E6E6
138;Johnson Adam;Node_alt_138;#E6E6E6
139;Joyce James;Node_alt_139;#E6E6E6
140;Kafka Franz;Node_alt_140;#FF7F00
141;Kanehara Hitomi;Node_alt_141;#FF7F00
142;Kang Han;Node_alt_142;#FF7F00
143;Karr Mary;Node_alt_143;#E6E6E6
144;Kawabata Yasunari;Node_alt_144;#FF7F00
145;Kawamura Genki;Node_alt_145;#FF7F00
146;Keneally Thomas;Node_alt_146;#E6E6E6
147;Kerouac Jack;Node_alt_147;#E6E6E6
148;King Stephen;Node_alt_148;#E6E6E6
149;Kinsella Sophie;Node_alt_149;#E6E6E6
150;Kipling Rudyard;Node_alt_150;#E6E6E6
151;Knausgård Karl Ove;Node_alt_151;#FF7F00
152;Krakauer Jon;Node_alt_152;#E6E6E6
153;Kristof Ágota;Node_alt_153;#FF7F00
154;Kundera Milan;Node_alt_154;#FF7F00
155;Laclos Pierre;Node_alt_155;#FF7F00
156;Lagercrantz David;Node_alt_156;#FF7F00
157;Lagioia Nicola;Node_alt_157;#FF7F00
158;Lahiri Jhumpa;Node_alt_158;#FF7F00
159;Laing Olivia;Node_alt_159;#E6E6E6
160;Lampedusa Giuseppe Tomasi;Node_alt_160;#FF7F00
161;Larsson Stieg;Node_alt_161;#FF7F00
162;Laurain Antoine;Node_alt_162;#FF7F00
163;Leavitt David;Node_alt_163;#E6E6E6
164;Lee Harper;Node_alt_164;#E6E6E6
165;Lehane Dennis;Node_alt_165;#E6E6E6
166;Lethem Jonathan;Node_alt_166;#E6E6E6
167;Levin Ira;Node_alt_167;#E6E6E6
168;Levi Primo;Node_alt_168;#FF7F00
169;Lewis Clive Staples;Node_alt_169;#E6E6E6
170;Lewis Roy;Node_alt_170;#E6E6E6
171;Lispector Clarice;Node_alt_171;#FF7F00
172;London Jack;Node_alt_172;#E6E6E6
173;Lovecraft HP;Node_alt_173;#E6E6E6
174;Lowry Malcolm;Node_alt_174;#E6E6E6
175;Malamud Bernard;Node_alt_175;#E6E6E6
176;Malzieu Mathias;Node_alt_176;#FF7F00
177;Mandela Nelson;Node_alt_177;#E6E6E6
178;Mann Thomas;Node_alt_178;#FF7F00
179;Márai Sándor;Node_alt_179;#FF7F00
180;Marías Javier;Node_alt_180;#FF7F00
181;Marone Lorenzo;Node_alt_181;#FF7F00
182;Márquez Gabriel García;Node_alt_182;#FF7F00
183;Martel Yann;Node_alt_183;#E6E6E6
184;Martin George;Node_alt_184;#E6E6E6
185;McCarthy Cormac;Node_alt_185;#E6E6E6
186;McCullers Carson;Node_alt_186;#E6E6E6
187;McEwan Ian;Node_alt_187;#E6E6E6
188;McInerney Jay;Node_alt_188;#E6E6E6
189;Melville Herman;Node_alt_189;#E6E6E6
190;Mercier Pascal;Node_alt_190;#FF7F00
191;Miller Henry;Node_alt_191;#E6E6E6
192;Mishima Yukio;Node_alt_192;#FF7F00
193;Mitchell David;Node_alt_193;#E6E6E6
194;Mitford Nancy;Node_alt_194;#E6E6E6
195;Modiano Patrick;Node_alt_195;#FF7F00
196;Morante Elsa;Node_alt_196;#FF7F00
197;Moravia Alberto;Node_alt_197;#FF7F00
198;Morrison Toni;Node_alt_198;#E6E6E6
199;Moshfegh Ottessa;Node_alt_199;#E6E6E6
200;Moyes Jojo;Node_alt_200;#E6E6E6
201;Munro Alice;Node_alt_201;#E6E6E6
202;Murakami Haruki;Node_alt_202;#FF7F00
203;Murgia Michela;Node_alt_203;#FF7F00
204;Musil Robert;Node_alt_204;#FF7F00
205;Nabokov Vladimir;Node_alt_205;#E6E6E6
206;Nelson Blake;Node_alt_206;#E6E6E6
207;Némirovsky Irène;Node_alt_207;#FF7F00
208;Adichie Ngozi Chimamanda;Node_alt_208;#E6E6E6
209;Nicholls David;Node_alt_209;#E6E6E6
210;Niffenegger Audrey;Node_alt_210;#E6E6E6
211;Nin Anaïs;Node_alt_211;#E6E6E6
212;Nothomb Amélie;Node_alt_212;#FF7F00
213;Oates Joyce Carol;Node_alt_213;#E6E6E6
214;O'Brien Edna;Node_alt_214;#E6E6E6
215;O'Connor Flannery;Node_alt_215;#E6E6E6
216;O'Hagan Andrew;Node_alt_216;#E6E6E6
217;Ortese Anna Maria;Node_alt_217;#FF7F00
218;Orwell George;Node_alt_218;#E6E6E6
219;Oz Amos;Node_alt_219;#FF7F00
220;Paasilinna Arto;Node_alt_220;#FF7F00
221;Palacio RJ;Node_alt_221;#E6E6E6
222;Palahniuk Chuck;Node_alt_222;#E6E6E6
223;Pasternak Boris;Node_alt_223;#FF7F00
224;Pavese Cesare;Node_alt_224;#FF7F00
225;Perutz Leo;Node_alt_225;#FF7F00
226;Pessoa Fernando;Node_alt_226;#FF7F00
227;Pirandello Luigi;Node_alt_227;#FF7F00
228;Pirsig Robert;Node_alt_228;#E6E6E6
229;Plath Sylvia;Node_alt_229;#E6E6E6
230;Poe Edgar Allan;Node_alt_230;#E6E6E6
231;Pollan Michael;Node_alt_231;#E6E6E6
232;Proulx Annie;Node_alt_232;#E6E6E6
233;Proust Marcel;Node_alt_233;#FF7F00
234;Punke Michael;Node_alt_234;#E6E6E6
235;Pynchon Thomas;Node_alt_235;#E6E6E6
236;Radiguet Raymond;Node_alt_236;#FF7F00
237;Redfield James;Node_alt_237;#E6E6E6
238;Remarque Erich Maria;Node_alt_238;#FF7F00
239;Richler Mordecai;Node_alt_239;#E6E6E6
240;Robinson Marilynne;Node_alt_240;#E6E6E6
241;Rooney Sally;Node_alt_241;#E6E6E6
242;Rosoff Meg;Node_alt_242;#E6E6E6
243;Roth Philip;Node_alt_243;#E6E6E6
244;Rowell Rainbow;Node_alt_244;#E6E6E6
245;Rowling JK;Node_alt_245;#E6E6E6
246;Rushdie Salman;Node_alt_246;#E6E6E6
247;Sacks Oliver;Node_alt_247;#E6E6E6
248;Sagan Françoise;Node_alt_248;#FF7F00
249;Salinger JD;Node_alt_249;#E6E6E6
250;Saramago Josè;Node_alt_250;#FF7F00
251;Saunders George;Node_alt_251;#E6E6E6
252;Saviano Roberto;Node_alt_252;#FF7F00
253;Schnitzler Arthur;Node_alt_253;#FF7F00
254;Scott Walter;Node_alt_254;#E6E6E6
255;Sebald Winfried Georg;Node_alt_255;#FF7F00
256;Sebold Alice;Node_alt_256;#E6E6E6
257;Sedaris David;Node_alt_257;#E6E6E6
258;Simenon Georges;Node_alt_258;#FF7F00
259;Skloot Rebecca;Node_alt_259;#E6E6E6
260;Smith Martin Cruz;Node_alt_260;#E6E6E6
261;Solzhenitsyn Aleksandr;Node_alt_261;#FF7F00
262;Sōseki Natsume;Node_alt_262;#FF7F00
263;Sparks Nicholas;Node_alt_263;#E6E6E6
264;Stefansson Jón Kalman;Node_alt_264;#FF7F00
265;Steinbeck John;Node_alt_265;#E6E6E6
266;Stendhal Marie-Henri;Node_alt_266;#FF7F00
267;Stevenson Robert Louis;Node_alt_267;#E6E6E6
268;Stoker Bram;Node_alt_268;#E6E6E6
269;Stroud Carsten;Node_alt_269;#E6E6E6
270;Strout Elizabeth;Node_alt_270;#E6E6E6
271;Süskind Patrick;Node_alt_271;#FF7F00
272;Svevo Italo;Node_alt_272;#FF7F00
273;Swift Jonathan;Node_alt_273;#E6E6E6
274;Szabó Magda;Node_alt_274;#FF7F00
275;Tabucchi Antonio;Node_alt_275;#FF7F00
276;Takami Koushun;Node_alt_276;#FF7F00
277;Tartt Donna;Node_alt_277;#E6E6E6
278;Taylor Laini;Node_alt_278;#E6E6E6
279;Thackeray William Makepeace;Node_alt_279;#E6E6E6
280;Thomas Scarlett;Node_alt_280;#E6E6E6
281;Thompson Harry;Node_alt_281;#E6E6E6
282;Thoreau Henry David;Node_alt_282;#E6E6E6
283;Tokarczuk Olga;Node_alt_283;#FF7F00
284;Tolkien JRR;Node_alt_284;#E6E6E6
285;Tolstoy Leo;Node_alt_285;#FF7F00
286;Turgenev Ivan;Node_alt_286;#FF7F00
287;Twain Mark;Node_alt_287;#E6E6E6
288;Uhlman Fred;Node_alt_288;#E6E6E6
289;Vargas Fred;Node_alt_289;#FF7F00
290;Verne Jules;Node_alt_290;#FF7F00
291;Vian Boris;Node_alt_291;#FF7F00
292;Vila-Matas Enrique;Node_alt_292;#FF7F00
293;Vinci Simona;Node_alt_293;#FF7F00
294;Vonnegut Kurt;Node_alt_294;#E6E6E6
295;de Waal Edmund;Node_alt_295;#E6E6E6
296;Walker Alice;Node_alt_296;#E6E6E6
297;Wallace David Foster;Node_alt_297;#E6E6E6
298;Waller Robert James;Node_alt_298;#E6E6E6
299;Walpole Horace;Node_alt_299;#E6E6E6
300;Waters Sarah;Node_alt_300;#E6E6E6
301;West Nathanael;Node_alt_301;#E6E6E6
302;Westover Tara;Node_alt_302;#E6E6E6
303;West Rebecca;Node_alt_303;#E6E6E6
304;Wharton Edith;Node_alt_304;#E6E6E6
305;Wiesel Elie;Node_alt_305;#FF7F00
306;Wilde Oscar;Node_alt_306;#E6E6E6
307;Williams John;Node_alt_307;#E6E6E6
308;Winslow Don;Node_alt_308;#E6E6E6
309;Winterson Jeanette;Node_alt_309;#E6E6E6
310;Wollstonecraft Mary;Node_alt_310;#E6E6E6
311;Woolf Virginia;Node_alt_311;#E6E6E6
312;Yanagihara Hanya;Node_alt_312;#E6E6E6
313;Yates Richard;Node_alt_313;#E6E6E6
314;Yoshimoto Banana;Node_alt_314;#FF7F00
315;Yourcenar Marguerite;Node_alt_315;#FF7F00
316;Zafón Carlos Ruiz;Node_alt_316;#FF7F00
317;Zola Émile;Node_alt_317;#FF7F00
318;Le Guin Ursula;Node_alt_318;#E6E6E6
319;Sturgeon Theodore;Node_alt_319;#E6E6E6
320;Alderman Naomi;Node_alt_320;#E6E6E6
321;McMurtry Larry;Node_alt_321;#E6E6E6
322;Läckberg Camilla;Node_alt_322;#FF7F00
323;Abdolah Kader;Node_alt_323;#FF7F00
324;Abulhawa Susan;Node_alt_324;#E6E6E6
325;Achebe Chinua;Node_alt_325;#E6E6E6
326;Adébáyò Ayòbámi;Node_alt_326;#E6E6E6
327;Adiga Aravind;Node_alt_327;#E6E6E6
328;Agnon Shmuel Yosef;Node_alt_328;#FF7F00
329;Agualusa Josè Eduardo;Node_alt_329;#FF7F00
330;Akunin Boris;Node_alt_330;#FF7F00
331;Alarcón Daniel;Node_alt_331;#E6E6E6
332;Aleksievič Svetlana;Node_alt_332;#FF7F00
333;Alem Raja'a;Node_alt_333;#FF7F00
334;Ali Sabahattin;Node_alt_334;#FF7F00
335;Amado Jorge;Node_alt_335;#FF7F00
336;Anand Mulk Râj;Node_alt_336;#E6E6E6
337;Anderson Poul;Node_alt_337;#E6E6E6
338;Antunes António Lobo;Node_alt_338;#FF7F00
339;Anwar Arif;Node_alt_339;#E6E6E6
340;Anyi Wang;Node_alt_340;#FF7F00
341;Appelfeld Aharon;Node_alt_341;#FF7F00
342;Aramburu Fernando;Node_alt_342;#FF7F00
343;Arguedas José María;Node_alt_343;#FF7F00
344;Arlt Roberto;Node_alt_344;#FF7F00
345;Atogun Odafe;Node_alt_345;#E6E6E6
346;Aw Tash;Node_alt_346;#E6E6E6
347;Aziz Abdel Basma;Node_alt_347;#FF7F00
348;Azuela Mariano;Node_alt_348;#FF7F00
349;Badani Sejal;Node_alt_349;#E6E6E6
350;Barrett Igoni A;Node_alt_350;#E6E6E6
351;Batalha Martha;Node_alt_351;#FF7F00
352;Beah Ishmael;Node_alt_352;#E6E6E6
353;Beckett Samuel;Node_alt_353;#FF7F00
354;Belli Gioconda;Node_alt_354;#E6E6E6
355;Benmalek Anouar;Node_alt_355;#FF7F00
356;Berberova Nina Nikolaevna;Node_alt_356;#FF7F00
357;Binebine Mahi;Node_alt_357;#FF7F00
358;Blixen Karen;Node_alt_358;#E6E6E6
359;Bodrožić Ivana;Node_alt_359;#FF7F00
360;Böll Heinrich;Node_alt_360;#FF7F00
361;Borgo Sainz Karina;Node_alt_361;#FF7F00
362;Bradley Alan;Node_alt_362;#E6E6E6
363;Brooks Geraldine;Node_alt_363;#E6E6E6
364;Brooks Terry;Node_alt_364;#E6E6E6
365;Brown Daniel;Node_alt_365;#E6E6E6
366;Burroughs William S;Node_alt_366;#E6E6E6
367;Caldwell Erskine;Node_alt_367;#E6E6E6
368;Canetti Elias;Node_alt_368;#FF7F00
369;Carey Peter;Node_alt_369;#E6E6E6
370;Carpentier Alejo;Node_alt_370;#FF7F00
371;Cărtărescu Mircea;Node_alt_371;#FF7F00
372;Casares Adolfo Bioy;Node_alt_372;#FF7F00
373;Castaneda Carlos;Node_alt_373;#E6E6E6
374;Cave Nick;Node_alt_374;#E6E6E6
375;Cela Camilo José;Node_alt_375;#FF7F00
376;Cercas Javier;Node_alt_376;#FF7F00
377;Chandra Vikram;Node_alt_377;#E6E6E6
378;Chang Jung;Node_alt_378;#E6E6E6
379;Chavarría Daniel;Node_alt_379;#FF7F00
380;Guevara Ernesto;Node_alt_380;#FF7F00
381;Cixin Liu;Node_alt_381;#FF7F00
382;Clancy Tom;Node_alt_382;#E6E6E6
383;Clark Georgia;Node_alt_383;#E6E6E6
384;Cobb Humphrey;Node_alt_384;#E6E6E6
385;Cole Teju;Node_alt_385;#FF7F00
386;Coloane Francisco;Node_alt_386;#FF7F00
387;Correa Armando Lucas;Node_alt_387;#FF7F00
388;Cortázar Julio;Node_alt_388;#FF7F00
389;Cossery Albert;Node_alt_389;#FF7F00
390;Couto Mia;Node_alt_390;#FF7F00
391;Crane Stephen;Node_alt_391;#E6E6E6
392;Dahl Roald;Node_alt_392;#E6E6E6
393;Dalton Trent;Node_alt_393;#E6E6E6
394;d'Annunzio Gabriele;Node_alt_394;#FF7F00
395;De Amicis Edmondo;Node_alt_395;#FF7F00
396;de Balzac Honoré;Node_alt_396;#FF7F00
397;de Beauvoir Simone;Node_alt_397;#FF7F00
398;Deledda Grazia;Node_alt_398;#FF7F00
399;Delijani Sahar;Node_alt_399;#E6E6E6
400;De Pontes Peebles Frances;Node_alt_400;#FF7F00
401;de Sade Marquis;Node_alt_401;#FF7F00
402;Desai Anita;Node_alt_402;#E6E6E6
403;Díaz Junot;Node_alt_403;#E6E6E6
404;Dirie Waris;Node_alt_404;#E6E6E6
405;Divakaruni Chitra Banerjee;Node_alt_405;#E6E6E6
406;Djebar Assia;Node_alt_406;#FF7F00
407;Doshi Tishani;Node_alt_407;#E6E6E6
408;Douaihy Jabbour;Node_alt_408;#FF7F00
409;Dovlatov Sergei;Node_alt_409;#FF7F00
410;Dueñas María;Node_alt_410;#FF7F00
411;Emezi Akwaeke;Node_alt_411;#E6E6E6
412;Endō Shūsaku;Node_alt_412;#FF7F00
413;Twan Eng Tan;Node_alt_413;#E6E6E6
414;Enríquez Mariana;Node_alt_414;#FF7F00
415;Ernaux Annie;Node_alt_415;#FF7F00
416;Erpenbeck Jenny;Node_alt_416;#FF7F00
417;Escobar Melba;Node_alt_417;#FF7F00
418;Esquivel Laura;Node_alt_418;#FF7F00
419;Eteraz Ali;Node_alt_419;#E6E6E6
420;Ferguson Will;Node_alt_420;#E6E6E6
421;Flanagan Richard;Node_alt_421;#E6E6E6
422;Fogazzaro Antonio;Node_alt_422;#FF7F00
423;Foroutan Parnaz;Node_alt_423;#E6E6E6
424;Fraillon Zana;Node_alt_424;#E6E6E6
425;Frame Janet;Node_alt_425;#E6E6E6
426;France Anatole;Node_alt_426;#FF7F00
427;Fuentes Carlos;Node_alt_427;#FF7F00
428;Gallmann Kuki;Node_alt_428;#E6E6E6
429;Gamboa Santiago;Node_alt_429;#FF7F00
430;Gappah Petina;Node_alt_430;#E6E6E6
431;Ghosh Amitav;Node_alt_431;#E6E6E6
432;Glass Emma;Node_alt_432;#E6E6E6
433;Gordimer Nadine;Node_alt_433;#E6E6E6
434;Grenville Kate;Node_alt_434;#E6E6E6
435;Grimm Jacob Wilhelm;Node_alt_435;#FF7F00
436;Grisham John;Node_alt_436;#E6E6E6
437;Grossman David;Node_alt_437;#FF7F00
438;Grossman Vasily;Node_alt_438;#FF7F00
439;Gundar-Goshen Ayelet;Node_alt_439;#FF7F00
440;Gyasi Yaa;Node_alt_440;#E6E6E6
441;El Hachmi Najat;Node_alt_441;#FF7F00
442;Hammett Dashiell;Node_alt_442;#E6E6E6
443;Hampson Amanda;Node_alt_443;#E6E6E6
444;Ham Rosalie;Node_alt_444;#E6E6E6
445;Handke Peter;Node_alt_445;#FF7F00
446;Hartnett Sonya;Node_alt_446;#E6E6E6
447;Hawthorne Nathaniel;Node_alt_447;#E6E6E6
448;Hay Ashley;Node_alt_448;#E6E6E6
449;Hedayat Sadeq;Node_alt_449;#FF7F00
450;Heng Rachel;Node_alt_450;#E6E6E6
451;Hepworth Sally;Node_alt_451;#E6E6E6
452;Hirata Andrea;Node_alt_452;#FF7F00
453;Høeg Peter;Node_alt_453;#FF7F00
454;Howard Robert;Node_alt_454;#E6E6E6
455;Hua Yu;Node_alt_455;#FF7F00
456;Hubbard Ron;Node_alt_456;#E6E6E6
457;Ibrahim Djamila;Node_alt_457;#E6E6E6
458;Irving Washington;Node_alt_458;#E6E6E6
459;James EL;Node_alt_459;#E6E6E6
460;Jebreal Rula;Node_alt_460;#FF7F00
461;Jian Ma;Node_alt_461;#FF7F00
462;Johnson Uwe;Node_alt_462;#FF7F00
463;Jones Diana;Node_alt_463;#E6E6E6
464;Jordan Toni;Node_alt_464;#E6E6E6
465;Jufresa Laia;Node_alt_465;#FF7F00
466;Jünger Ernst;Node_alt_466;#FF7F00
467;Kakuta Mitsuyo;Node_alt_467;#FF7F00
468;Kandasamy Meena;Node_alt_468;#E6E6E6
469;Kan Karoline;Node_alt_469;#E6E6E6
470;Kawaguchi Toshikazu;Node_alt_470;#FF7F00
471;Kawakami Mieko;Node_alt_471;#FF7F00
472;Kazantzakis Nikos;Node_alt_472;#FF7F00
473;Kehlmann Daniel;Node_alt_473;#FF7F00
474;Kent Hannah;Node_alt_474;#E6E6E6
475;Kertész Imre;Node_alt_475;#FF7F00
476;Khadra Yasmina;Node_alt_476;#FF7F00
477;Khal Abdo;Node_alt_477;#FF7F00
478;Khalifa Khaled;Node_alt_478;#FF7F00
479;Un-su Kim;Node_alt_479;#FF7F00
480;Kincaid Jamaica;Node_alt_480;#E6E6E6
481;Kirino Natsuo;Node_alt_481;#FF7F00
482;Krien Daniela;Node_alt_482;#FF7F00
483;Kulin Ayşe;Node_alt_483;#FF7F00
484;Kureishi Hanif;Node_alt_484;#E6E6E6
485;Kurniawan Eka;Node_alt_485;#FF7F00
486;Lange Norah;Node_alt_486;#FF7F00
487;Lapena Shari;Node_alt_487;#E6E6E6
488;Lawrence DH;Node_alt_488;#E6E6E6
489;Laxness Halldór;Node_alt_489;#FF7F00
490;Lee Jung-Myung;Node_alt_490;#FF7F00
491;Lee Krys;Node_alt_491;#E6E6E6
492;Lemebel Pedro;Node_alt_492;#FF7F00
493;Lessing Doris;Node_alt_493;#E6E6E6
494;Lewis Sinclair;Node_alt_494;#E6E6E6
495;Lianke Yan;Node_alt_495;#FF7F00
496;Lilin Nicolai;Node_alt_496;#FF7F00
497;Link Charlotte;Node_alt_497;#FF7F00
498;Vargas Llosa Mario;Node_alt_498;#FF7F00
499;Loe Erlend;Node_alt_499;#FF7F00
500;Lokko Lesley;Node_alt_500;#E6E6E6
501;Luiselli Valeria;Node_alt_501;#E6E6E6
502;Maalouf Amin;Node_alt_502;#FF7F00
503;Maarouf Mazen;Node_alt_503;#FF7F00
504;Mabanckou Alain;Node_alt_504;#FF7F00
505;Machen Arthur;Node_alt_505;#E6E6E6
506;Mahfuz Nagib;Node_alt_506;#FF7F00
507;Mailer Norman;Node_alt_507;#E6E6E6
508;Ling Ma;Node_alt_508;#E6E6E6
509;Malouf David;Node_alt_509;#E6E6E6
510;Manicka Rani;Node_alt_510;#E6E6E6
511;Mansfield Katherine;Node_alt_511;#E6E6E6
512;Manta Lena;Node_alt_512;#FF7F00
513;Manzoni Alessandro;Node_alt_513;#FF7F00
514;Maraini Dacia;Node_alt_514;#FF7F00
515;Markandaya Kamala;Node_alt_515;#E6E6E6
516;Martínez Guillermo;Node_alt_516;#FF7F00
517;Matlwa Kopano;Node_alt_517;#E6E6E6
518;Matsumoto Seichō;Node_alt_518;#FF7F00
519;Somerset William;Node_alt_519;#E6E6E6
520;du Maurier Daphne;Node_alt_520;#E6E6E6
521;Mbue Imbolo;Node_alt_521;#E6E6E6
522;McCullough Colleen;Node_alt_522;#E6E6E6
523;Mda Zakes;Node_alt_523;#E6E6E6
